address,clinic,phone,hours,services
"г Москва, ул 1-я Брестская, д.13/14 (м. Маяковская,Тверская)",ООО «КМ-МЕД центр»,"т.:495 6264757, 6264765",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Партизанская, д.41 (м. Крылатское,Молодежная)",ООО «Концерн «МОСКВИА ГРУПП»,т.:8 495 4199878 8 495 4781003,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Королёв, ул Калинина, д.6А",ООО «КОРОЛЕВ МЕДИЦИНА»,т.:84994330771,"пн-пт 08:00-20:00, сб 08:00-20:00, вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Новаторов, д.16",ООО «Лайф Клиник»,т.:84956461302,"пн-пт 08:00-20:00, сб 08:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Зеленоград, Савёлкинский проезд, д.4",ООО «Леконс»,т.:88002345834,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, г Зеленоград, д.1130",ООО «Лечебно-диагностический медицинский центр «АКСИС»,т.:+7 499 2140000,"пн-пт 07:00-21:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Давыдковская, д.5 (м. Пионерская,Славянский бульвар)",ООО «Лечебно-диагностический центр «Кутузовский»,т.:8 495 4781003,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Зубовский б-р, д.16, корп.20 стр 1 (м.Парк культуры)",ООО «Лечебный центр»,т.:84957864525,"пн-пт 07:30-21:30, сб-вс 08:00-21:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Россолимо, д.5/22, корп. 1 (м.Парк культуры,Фрунзенская)",ООО «Лечебный центр»,т.:84957864525,"пн-пт 07:30-21:30, сб-вс 08:00-21:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Тимура Фрунзе ул, д.15/1 (м. Парк культуры)",ООО «Лечебный центр»,т.:84957864525,"пн-пт 07:30-21:30, сб-вс 08:00-21:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, пр-кт Мира, д.39, корп.1 (м. Алексеевская,ВДНХ)",ООО «ЛиМ» ( ООО «Открытая Клиника»),т.:84952553737,"пн-пт 08:00-21:00, сб-вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 1905 года, д.7, корп.1 (м. Автово,Митино,Покровское-Стрешнево)",ООО «ЛиМ» ( ООО «Открытая Клиника»),т.:84952553737,"пн-пт 08:00-21:00, сб-вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 1905 года, д.7, корп.1 (м. Краснопресненская,Улица 1905 года)",ООО «ЛиМ» ( ООО «Открытая Клиника»),т.:84952553737,"пн-пт 08:00-21:00, сб-вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, Балашиха г/Саввино мкр, 1 Мая ул, д.2, корп.1",ООО «Мед Гарант»,"т.:7 495 3696091, 7 495 3696092, 7 495 1818515","пн-пт 07:30-21:00, сб 08:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, г Московский, мкр 1-й, поселение Московский, д.23Г",ООО «Мед-сервис»,т.:7 495 5405949,"пн-пт 08:00-20:00, сб 08:00-20:00, вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, г Московский, поселение Московский, ул Московская, д.1",ООО «Мед-сервис»,,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Солнечногорск, ул Крестьянская, д.12",ООО «Медики»,т.:84959940898,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Кржижановского, д.2/21 (м.Академическая,Профсоюзная)",ООО «Медико-оздоровительный центр Южный»,,"пн-пт 09:00-20:00, сб-вс 09:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Варшавское ш, д.126 (м. Чертановская,Южная)",ООО «Медико-оздоровительный центр Южный»,"т.:+7 495 660 38 38, +7 495 315 51 63","пн-пт 09:00-20:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Большой Лёвшинский пер, д.6/2, оф.3 (м.Парк Культуры, Смоленская)",ООО «Медитэк групп»,т.:8 495 2582453,пн-пт 08:00-18:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Краснопресненская наб, д. 12 (м.Выставочная,Улица 1905 года)",ООО «Медитэк групп»,т.:8 495 2582453,пн-пт 09:00-18:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Комсомольский пр-кт, д.17, корп.11 (м.Спортивная,Фрунзенская)",ООО «Медицина АльфаСтрахование» (ООО «МедАС»),т.:84954192146,"пн-пт 08:00-21:00, сб-вс 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, г Московский, поселение Московский, ул Москвитина, д.3, корп.1 (м.Новопеределкино, Рассказовка)",ООО «Медицина СК»,т.:84958033213,пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Ступино, ул Первомайская, д.59",ООО «Медицинский Реабилитационный Центр «Московия»,"т.:8496 6470705, 84966470710",пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Ленинский пр-кт, д.90 (м. Новые Черёмушки,Проспект Вернадского)",ООО «Медицинский центр «Столица»,т.:495 6041010,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Профсоюзная, д.114 (м. Беляево,Коньково)",ООО «Медицинский центр «Столица»,т.:84956481416,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Власьевский Б. пер, д.9 (м. Смоленская)",ООО «Медицинский центр «Столица»,т.:495 6041010,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Ленинский пр-кт, д.146 (м. Тропарёво,Юго-Западная)",ООО «Медицинский центр «Столица»,т.:+7 499 4029203,круглосуточно,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Лётчика Бабушкина ул, д.48 (м.Бабушкинская,Медведково)",ООО «Медицинский центр «Столица»,т.:495 6041010,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Родионовская ул, д.2, корп. стр.1 (м.Планерная)",ООО «Медицинский Центр Куркино»,т.:8495 6603090 8499 9950466,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Ботаническая, д.41, корп. 7 (м.Владыкино)",ООО «Медицинский Центр на Ботанической»,т.:84953237331,пн-вс 09:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Кутузовский пр-кт, д.32, корп.1 (м.Кутузовская)",ООО «МЕДЭКСПЕРТ ПЛЮС»,т.:7 495 13963 61,"пн-пт 08:00-21:00, сб 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Кутузовский пр-кт, д.34, корп.14, оф.10/1 (м.Кутузовская)",ООО «МЕДЭКСПЕРТ ПЛЮС»,т.:7 495 13963 61,"пн-пт 08:00-21:00, сб 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Октябрьская, д.2 (м. Достоевская,Новослободская)",ООО «Международный Центр Охраны Здоровья»,т.:84951208899,пн-вс 09:00-18:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Озерковская наб, д.4 (м. Новокузнецкая,Третьяковская)",ООО «МК «Семейный доктор»,т.:8 495 7757566,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 1-я Миусская, д.2, корп.3 (м.Менделеевская,Новослободская)",ООО «МК «Семейный доктор»,т.:8 495 7757566,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Бауманская, д.58/25, корп.12 стр 2 (м.Бауманская,Курская)",ООО «МК «Семейный доктор»,т.:8 495 7757566,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Усачёва, д.33, корп.3 (м. Спортивная,Фрунзенская)",ООО «МК «Семейный доктор»,т.:8 495 7757566,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Пятницкое шоссе, д.15 (м. Волоколамская,Митино)",ООО «МЦ Мультимед Митино»,т.:+7 495 7948303 +7 495 7947713 +7 916 7093183,"пн-пт 09:00-20:00, сб 09:00-18:00, вс 10:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Мячковский б-р, д.13 (м. Братиславская,Марьино)",ООО «МЦ Экстра»,т.:84952254550,пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Красноармейская, д.5 (м. Динамо,Петровский парк)",ООО «МЦ Экстра»,"т.:88002012304, 89269790303",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Алабяна, д.13, корп.1 (м. Панфиловская,Сокол)",ООО «Мэйджор Клиник»,т.:+74950250101,"пн-пт 07:00-21:00, сб 08:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Большая Серпуховская, д.16/15, корп.1 (м.Добрынинская, Серпуховская)",ООО «Мэйджор Клиник»,т.:7 495 0250101,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Международная ул, д.19 (м. Площадь Ильича,Римская)",ООО «Мэйджор Клиник»,т.:+7 495 6789001,"пн-пт 08:00-21:00, сб 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Школьная, д.11 (м. Площадь Ильича,Римская)",ООО «НИКИТА И КО»,т.:4952369611,"пн-пт 07:30-21:30, сб 08:30-20:00, вс 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Школьная, д.49 (м. Площадь Ильича,Римская)",ООО «НИКИТА И КО»,т.:7 495 2369611,"пн-пт 07:30-21:30, сб 08:30-20:00, вс 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 9-я Парковая, д.8А (м. Измайловская,Первомайская)",ООО «ОЛЛА-МЕД»,т.:+7 495 1092209,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Зубовский б-р, д.35, корп.1 (м.Парк культуры)",ООО «Он Клиник на Зубовском»,"т.:84957231553, 84952232222",пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Большая Молчановка, д. 32, корп.1 (м.Арбатская)",ООО «Он Клиник»,"т.:84952291782, 84952232222",пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Воронцовская, д.8, корп. 6 (м.Марксистская,Таганская)",ООО «Он Клиник»,"т.:84952232279, 84952232222",пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Трехгорный Вал, д.12, корп.2 (м.Краснопресненская,Улица 1905 года)",ООО «Он Клиник»,"т.:84952291901, 84952232222",пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Цветной б-р, д.30, корп.2 (м.Трубная,Цветной бульвар)",ООО «Он Клиник»,"т.:84952582526, 84952232222",пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Северный б-р, д.7Б (м. Бибирево,Отрадное)",ООО «Первый Доктор»,т.:4959213399,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Киевская, д.22 (м. Кутузовская,Студенческая)",ООО «Первый Доктор»,т.:4959213399,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Митинская, д.59",ООО «ПолиКлиника Отрадное»,т.:84952155690,"пн-пт 08:00-21:00, сб-вс 09:00-21:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Алтуфьевское ш, д.28К1 (м. Верхние Лихоборы,Отрадное)",ООО «ПолиКлиника Отрадное»,т.:84952155690,"пн-пт 08:00-21:00, сб 09:00-21:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Гиляровского, д.57 (м. Проспект Мира,Рижская)",ООО «Поликлиника Центросоюза»,"т.:495 6841298, 495 6840403, 495 6842645","пн-пт 08:00-20:00, сб 09:00-18:00, вс 09:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Адмирала Лазарева, д. 54, корп.1 (м.Бунинская аллея,Улица Горчакова)",ООО «ПреАмбула»,т.:84959730373,"пн-пт 08:00-20:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Новокосинская, д.10, корп.1 (м.Выхино,Новокосино)",ООО «ПреАмбула»,т.:84959730373,"пн-пт 08:00-20:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Окская, д.3, корп.1 (м. Кузьминки,Текстильщики)",ООО «ПреАмбула»,т.:84959730373,"пн-пт 08:00-20:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Привольная, д.77 (м. Жулебино,Котельники)",ООО «ПреАмбула»,т.:84959730373,"пн-пт 08:00-20:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Химки, Юбилейный пр-кт, д.6А, оф.8 (м.Планерная, Ховрино)",ООО «Премиум клиник-2»,т.:7495 0951960,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Минусинская, д.3, оф.1/1 (м.Бабушкинская,Медведково)",ООО «Профмедпомощь»,"т.:84991845511, 84991845577","пн-пт 08:00-20:00, сб-вс 08:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Полковая, д.12, корп.1 (м.Савёловская)",ООО «Салюс»,т.:7 495 150 90 09,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Ленинский пр-кт, д.111, оф. 1 (м.Проспект Вернадского,Юго-Западная)",ООО «Семейная клиника «Доктор АННА»,"т.:84957358877, 84951342526",пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Миклухо-Маклая, д.36А (м.Беляево,Коньково)",ООО «Семейная клиника «Доктор АННА»,"т.:84957358899, 84951342526",пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Ивантеевка, г Пушкино, ул Луговая, д.3",ООО «Семейная клиника здоровье»,"т.:84965060404, 89035240505",пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Ивантеевка, г Пушкино, ул Трудовая, д.7",ООО «Семейная клиника здоровье»,"т.:84965060404, 89035240505",пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Химки, ул Лавочкина, д.22",ООО «Семейная медицинская клиника»,"т.:84959467000, 84959498000","пн-пт 08:00-20:00, сб-вс 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Химки, ул Маяковского, д.1",ООО «Семейная медицинская клиника»,"т.:84959467000, 84959498000","пн-пт 08:00-20:00, сб-вс 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Сергиев Посад, г Сергиев Посад, пр-кт Красной Армии, д.81а, корп.1",ООО «Семейная поликлиника №1»,т.:88005550909,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Хотьково, г Сергиев Посад, ул Заводская, д.1",ООО «Семейная поликлиника №1»,т.:88005550909,"пн-пт 08:00-20:00, сб 08:00-20:00, вс 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Королёв, мкр Болшево, ул Станционная, д.33",ООО «Семейная поликлиника №4»,т.:88005550909,"пн-пт 07:00-21:00, сб 07:00-21:00, вс 08:00-21:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Мытищи, ул Колпакова, д.41",ООО «СЕМЕЙНАЯ ПОЛИКЛИНИКА №5»,т.:84997041114,"пн-пт 08:00-21:00, сб 08:00-20:00, вс 09:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Балашиха, мкр Железнодорожный, ул Маяковского, д.14А",ООО «Семейный медицинский центр»,т.:+7 499 5023636,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Балашиха, мкр Ольгино, ул Граничная, д.18, корп.2",ООО «Семейный медицинский центр»,т.:+7 499 5023636,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Каширское шоссе, д.56, корп.1 (м.Кантемировская, Каширская)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Сергия Радонежского, д. 5/2, корп.1 (м.Площадь Ильича, Римская)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Хорошёвское шоссе, д.80 (м.Полежаевская,Хорошёвская)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Истра, деревня Покровское, г Истра, ул Центральная, д.27",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 2-я Кабельная, д.2, корп. 25 (м.Авиамоторная,Андроновка)",ООО «Скандинавский центр здоровья»,"т.:+7 495 2808200, +7 495 6450054, +7 495 2808200 доб 707","пн-пт 08:00-21:00, сб 09:00-20:00, вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 2-я Кабельная, д.2, корп. 26 (м.Авиамоторная,Андроновка)",ООО «Скандинавский центр здоровья»,"т.:+7 495 2808200, +7 495 6450054, +7 495 2808200 доб 707","пн-пт 08:00-21:00, сб 09:00-20:00, вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 2-я Кабельная, д.2, корп. 37 (м.Авиамоторная,Андроновка)",ООО «Скандинавский центр здоровья»,"т.:+7 495 2808200, +7 495 6450054, +7 495 2808200 доб 707","пн-пт 08:00-21:00, сб 09:00-20:00, вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Мичуринский пр-кт, д.31, корп.7 (м.Мичуринский проспект, Раменки)",ООО «СОН-МЕД»,т.:8 495 7580000,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Мира, д.12/5",ООО «Стоик 2002»,т.:89295853055; 84967695858,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Руза, ул Федеративная, д.15",ООО «Столичная диагностика 50»,"т.:495 1203636, 89154800303",пн-вс 08:00-19:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Люберцы, Октябрьский пр-кт, д.133 (м.ВДНХ)",ООО «Стомед»,т.:84952210500,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Строгинский б-р, д.10, корп. 3 (м.Мякинино,Строгино)",ООО «Студия Смайл Элит»,"т.:84959427790, 84997401715","пн-пт 08:00-21:00, сб 09:00-20:00, вс 10:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Белоозёрский, г Воскресенск, ул 60 лет Октября, д. 22/1",ООО «Точка Зрения»,"т.:496 4455677, 496 4455433, 89299421361",пн-вс 07:30-19:30,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Воскресенск, г Воскресенск, ул Менделеева, д.28а",ООО «Точка Зрения»,"т.:496 4426666, 496 4426200, 89299421344",пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Воскресенск, г Воскресенск, ул Октябрьская, д.11, оф.4",ООО «Точка Зрения»,"т.:496 4420102, 496 4420707, 89299421232",пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Кожевническая, д.10, корп.1 (м.Павелецкая)",ООО «Фирма ОРИС»,т.:84957870303,пн-пт 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Профсоюзная ул, д.154с1 (м. Коньково,Тёплый Стан)",ООО «Фирма ОРИС»,,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Ямского Поля 3-я ул, д.18 (м. Белорусская)",ООО «Фирма ОРИС»,т.:84952287788 доб 606,"пн-пт 08:00-20:00, сб 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Каширское шоссе, д.51, корп.3 (м.Кантемировская,Царицыно)",ООО «ЦЕНТР ЗДОРОВЬЯ»,т.:84951347666 115211,"пн-пт 09:00-21:00, сб 09:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Кантемировская, д.53, корп.1 (м.Кантемировская, Каширская)",ООО «ЦЕНТР ЗДОРОВЬЯ»,т.:84951340666115477,"пн-пт 09:00-21:00, сб 09:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Павловский Посад, ул Привокзальная, д.14",ООО «Центр Современной Медицины»,"т.:8 985 833 03 03, 8 49643 9 27 80, 8 49643 2 90 03",пн-вс 07:30-19:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, Ногинск, Ногинский р-н, Комсомольская ул, д.61",ООО «Центр современной медицины» ( ООО «ЦСМ»),т.:84955113606,"пн-пт 08:00-19:00, сб-вс 08:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, г Зеленоград, д.1824 (м. Водный стадион,Коптево)",ООО «ЭКОМЕД»,т.:84952555533,"пн-пт 09:00-20:00, сб 09:00-20:00, вс 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Товарищеский пер, д.10, корп.1 (м.Марксистская,Таганская)",ООО Клиника «Креде Эксперто»,т.:+7 495 2324840,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Товарищеский пер, д.8, корп.1 (м.Марксистская,Таганская)",ООО Клиника «Креде Эксперто»,т.:+7 495 2324840,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Каширское шоссе, д.24, корп.8 (м.Каширская)",ООО Медицинский Научный Центр «МедБиоСпектр»,т.:84952312613,"пн-пт 08:00-21:00, сб 09:00-18:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Сергиев Посад, г Сергиев Посад, ул Глинки, д.8а",ООО Медицинский центр «ВЕГА-М»,"т.:84965493339, 89167333169","пн-пт 07:00-21:00, сб 07:00-20:00, вс 07:07-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Клин, г Клин, ул Ленинградская, д.2/11",ООО Медицинский центр «Надежда»,т.:89689902614,"пн-пт 08:00-19:00, сб-вс 08:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Ленинский пр-кт, д.66 (м. Академическая,Университет)",ООО Медицинский центр «Неболит»,т.:8 495 1200707,"пн-пт 09:00-19:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Варшавское ш, д.89 (м. Варшавская,Севастопольская)",ООО Медицинский центр «Неболит»,т.:8 495 1200707,"пн-пт 09:00-18:00, сб-вс 09:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Раменское, деревня Островцы, ул Подмосковная, д.15",ООО Николь,т.:84953803855,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Иваньковское ш, д.7 (м. Тушинская,Щукинская)",ФБУ «Центральная клиническая больница гражданской авиации»,"т.:84954900430, 84954900117",пн-пт 08:00-15:30,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Ломоносовский пр-кт, д.43 (м.Ломоносовский проспект,Раменки)",ФБУЗ «Лечебно-реабилитационный центр Министерства экономического развития Российской Федерации»,т.:84997830303,"пн-пт 08:00-20:00, сб 08:00-20:00, вс 09:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Скатертный пер, д.10-12, корп.1 (м.Арбатская)",ФБУЗ «Лечебно-реабилитационный центр Министерства экономического развития Российской Федерации»,т.:8 495 6970000,"пн-пт 07:30-20:20, сб 09:00-17:00, вс 09:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Сверчков пер, д.5 (м. Тургеневская,Чистые пруды)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),т.:8 499 450 88 89,пн-пт 08:00-19:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Большая Пироговская, д. 19, корп.1 (м.Спортивная, Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),т.:8 499 450 88 89,"пн-пт 08:30-20:30, сб 08:30-16:30",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Большая Пироговская, д. 2, корп.6 стр 13 (м.Спортивная, Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538",пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
